"Site","Plot","bio1","bio2","bio7","Snw","FDD","GDD","Survey"
"Hoyo Sin Tierra","D08",4.36702159847321,2.90858294930876,23.5322580645161,130,43.5833333333333,1011.58333333333,"Spatial"
"Hoyo Sin Tierra","D09",4.20963872596937,3.06851696690406,23.8709677419355,96,18.5833333333333,915,"Spatial"
"Hoyo Sin Tierra","D10",3.659707384909,2.14609691383885,19.3387096774194,44,17.1666666666667,761.5,"Spatial"
"Hoyo Sin Tierra","D11",5.8801747311828,5.2776794442117,26.6635944700461,101,2.58333333333333,1381.83333333333,"Spatial"
"Hoyo Sin Tierra","D12",4.30060512963739,2.25118000279291,21.2857142857143,65,0,886.416666666667,"Spatial"
"Hoyo Sin Tierra","D13",3.59004939952521,2.76705941907555,23.9285714285714,234,0,728,"Spatial"
"Hoyo Sin Tierra","D14",3.9231127519434,2.8162320206675,25.5714285714286,226,0,828.083333333333,"Spatial"
"Hoyo Sin Tierra","D15",3.73521767211283,2.63335428012847,24.1935483870968,71,85.6666666666667,840.583333333333,"Spatial"
"Hoyo Sin Tierra","D16",4.99220430107527,3.41817832704929,23.9677419354839,112,15.4166666666667,1169.66666666667,"Spatial"
"Hoyo Sin Tierra","D17",4.28043714797747,2.92259635525765,24.5322580645161,139,54.0833333333333,1001.5,"Spatial"
"Hoyo Sin Tierra","D18",3.47320119396732,2.80242633710376,23.3571428571429,225,0,715.5,"Spatial"
"Hoyo Sin Tierra","D19",3.68891536331052,2.97244972769166,24.8571428571429,188,4.5,781.416666666667,"Spatial"
"Hoyo Sin Tierra","D20",3.93940964949029,2.17634932272029,20.6129032258065,48,17,826.083333333333,"Spatial"
"Los Boches","C01",3.5181674724361,3.65466668111273,28.2258064516129,76,193.833333333333,911.416666666667,"Spatial"
"Los Boches","C02",4.13491475617449,4.79025275799469,30.258064516129,102,148.833333333333,1046.91666666667,"Spatial"
"Los Boches","C03",4.16412197214478,4.57497158940429,27.3709677419355,43,159.5,1087.41666666667,"Spatial"
"Los Boches","C04",3.65668375315205,3.08972066124458,23.8870967741935,69,172.5,935.166666666667,"Spatial"
"Los Boches","C05",3.05924823075824,2.36859112337422,22.6129032258065,138,81.3333333333333,673.083333333333,"Spatial"
"Los Boches","C06",3.48063737646607,2.35545194516273,20.6129032258064,115,44.5833333333333,777.25,"Spatial"
"Los Boches","C07",3.68184358281689,3.20520708435058,23.5645161290323,134,27,801.916666666667,"Spatial"
"Los Boches","C08",3.57680961048592,2.78304681969865,21.9032258064516,155,10.3333333333333,763,"Spatial"
"Los Boches","C09",3.32223261536387,2.42117311683496,21.4193548387097,107,39.5833333333333,701.166666666667,"Spatial"
"Los Boches","C10",2.92060189532381,1.98704705565106,22.3433179723502,85,168.166666666667,714.583333333333,"Spatial"
"Los Boches","C11",3.64305547529964,3.41284002426939,26.3387096774194,87,157.25,913.666666666667,"Spatial"
"Los Boches","C12",3.87573273655031,4.23077373127429,28.7258064516129,19,180.833333333333,977.75,"Spatial"
"Los Boches","C13",3.71700127366145,3.53008188511526,28.3064516129032,2,168.75,894.75,"Spatial"
"Los Boches","C14",2.79862042079784,1.65084136293814,20.5322580645161,121,127.25,653.416666666667,"Spatial"
"Los Boches","C15",3.16130001348299,3.22821762034777,28.0645161290323,11,206.333333333333,765.5,"Spatial"
"Los Boches","C16",3.3676431003183,2.41724113854258,20.0645161290323,37,19.1666666666667,674.25,"Spatial"
"Los Boches","C17",3.54832718572986,2.19091679547742,21.1451612903226,38,33.0833333333333,728.083333333333,"Spatial"
"Los Boches","C18",3.06829505928505,2.1008446133029,20.3571428571429,179,0,581.833333333333,"Spatial"
"Los Boches","C19",2.96232197230529,1.72188988245718,19.1428571428571,31,0,481.333333333333,"Spatial"
"Los Boches","C20",2.57904066487214,1.89114131141384,19.8018433179723,180,16.0833333333333,457.416666666667,"Spatial"
"Los Cazadores","A01",5.51330296048038,4.62415514592934,25.6566820276498,114,12.5,1362,"Spatial"
"Los Cazadores","A02",5.66280372852953,3.89616324535679,24.758064516129,45,66.5,1438.25,"Spatial"
"Los Cazadores","A03",4.30708234417912,2.48012847367686,22.6774193548387,84,44.5833333333333,985.833333333333,"Spatial"
"Los Cazadores","A04",4.5008658008658,2.86978773914258,21.9285714285714,72,0,1005.58333333333,"Spatial"
"Los Cazadores","A05",4.91823534888051,3.52863426895685,23.9216589861751,67,2.5,1132.5,"Spatial"
"Los Cazadores","A06",4.95380882558302,3.31996229576875,23.1958525345622,116,15.3333333333333,1194,"Spatial"
"Los Cazadores","A07",5.89138621235395,4.87648373132244,27.331797235023,104,19.3333333333333,1434,"Spatial"
"Los Cazadores","A08",4.90104617604618,3.50918866080156,25.0760368663594,118,39.5833333333333,1220.58333333333,"Spatial"
"Los Cazadores","A09",4.77620211329889,2.92474514732579,22.794930875576,120,31.9166666666667,1169,"Spatial"
"Los Cazadores","A10",5.15079481450449,3.59929479123028,24.5576036866359,124,9.08333333333333,1241.91666666667,"Spatial"
"Los Cazadores","A11",6.15912000186194,5.50291858678955,26.4539170506912,27,21.3333333333333,1497.75,"Spatial"
"Los Cazadores","A12",5.10975189684867,3.41392263650328,24.6244239631336,128,10.6666666666667,1232.41666666667,"Spatial"
"Los Cazadores","A13",4.80473979425592,4.02225946096914,26.278801843318,112,9.5,1151.83333333333,"Spatial"
"Los Cazadores","A14",5.08683319368803,4.54103128054741,28.2442396313364,96,5.41666666666667,1185.33333333333,"Spatial"
"Los Cazadores","A15",4.53568286552157,3.55108225108225,26.1428571428571,216,0,1075.91666666667,"Spatial"
"Los Cazadores","A16",5.54398361495136,3.54264069264069,22.5092165898618,84,7.25,1336.33333333333,"Spatial"
"Los Cazadores","A17",5.13850951915468,4.08585393101522,24.2304147465438,95,19.6666666666667,1249.25,"Spatial"
"Los Cazadores","A18",4.66554601312666,3.24866987850859,23.0483870967742,87,36.75,1102.58333333333,"Spatial"
"Los Cazadores","A19",4.0898652422846,3.2042242703533,24.4285714285714,205,0,950.166666666667,"Spatial"
"Los Cazadores","A20",3.50576153237444,3.07676302192431,26.9285714285714,189,0,718.583333333333,"Spatial"
"Hou Sin Tierri","2009",5.53014168266893,2.99182901550508,19.3924825774194,134,16.587537340875,1914.48939958333,"Temporal"
"Hou Sin Tierri","2010",5.2847992210067,3.03702998715835,22.3901852914516,102,69.85600986675,1892.88977583333,"Temporal"
"Hou Sin Tierri","2011",5.73626362867802,3.49183768460701,19.5882237512903,72,94.9483465171667,2058.27515,"Temporal"
"Hou Sin Tierri","2012",4.96240974069913,2.88391192889788,22.3420060193548,98,156.582676552292,1880.75758625,"Temporal"
"Hou Sin Tierri","2013",5.10515462347108,3.39649787719771,22.4298781419355,81,106.243690110833,1860.31000833333,"Temporal"
"Hou Sin Tierri","2014",5.7088711194349,3.72879895465707,20.0762583237327,63,72.5058282854583,2021.13847140805,"Temporal"
"Hou Sin Tierri","2015",5.96749909691913,3.65094526699295,23.7649308967742,108,35.7187879559167,2102.2206112,"Temporal"
"Hou Sin Tierri","2016",5.83501698995807,3.67474796359633,24.7536703451613,137,65.2200038061667,2087.37136791667,"Temporal"
"Hou Sin Tierri","2017",5.79977481777732,4.32265954645405,26.8501267741935,58,246.354433153333,2273.91146008333,"Temporal"
"Hou Sin Tierri","2018",5.30347840533078,3.3560684695821,21.8376066322581,152,27.78935553,1896.90429458333,"Temporal"
"Hoyo Sin Tierra","2009",6.36971298701762,2.78793709186246,23.8878841354839,62,150.126376769375,2365.55296208333,"Temporal"
"Hoyo Sin Tierra","2010",6.46456730869047,2.58039010408461,22.2394730208986,110,33.7799154657083,2248.29743666667,"Temporal"
"Hoyo Sin Tierra","2011",7.0689684900631,3.02076552844227,21.8569535195853,54,109.439617096792,2560.05807375,"Temporal"
"Hoyo Sin Tierra","2012",6.69379898119073,3.03789291862529,23.9740676949944,40,115.428635416958,2380.11402541667,"Temporal"
"Hoyo Sin Tierra","2013",5.94241083425404,2.84804638285856,24.1704654290323,68,164.861788848208,2251.05435041667,"Temporal"
"Hoyo Sin Tierra","2014",6.87275579142874,2.88529264396838,18.6034724552995,118,8.25411932175,2414.85156708333,"Temporal"
"Hoyo Sin Tierra","2015",7.31628924650665,3.90082621476702,26.8186561440092,23,141.5986627155,2704.60223041667,"Temporal"
"Hoyo Sin Tierra","2016",7.21955177750982,3.64922993856319,24.8372186967742,80,49.3152728020417,2552.16341291667,"Temporal"
"Hoyo Sin Tierra","2017",7.419935882114,4.09835690286469,26.8806312580645,60,158.139049874583,2794.70280208333,"Temporal"
"Hoyo Sin Tierra","2018",6.4053253828926,3.3108566027849,24.7883669676267,92,65.6010108275,2264.45697208333,"Temporal"
"Los Boches","2009",4.19204119473524,2.25660970731311,18.5612743709677,201,5.2958962225,1437.67337208333,"Temporal"
"Los Boches","2010",4.46870656343348,2.30108975410253,20.6953654451613,211,3.05980912558333,1568.13428416667,"Temporal"
"Los Boches","2011",4.83781674220171,2.79486247093068,17.1999564193548,165,23.714476927125,1753.756465,"Temporal"
"Los Boches","2012",3.97741954967539,2.29796875533361,19.6078886451613,144,129.516625331667,1498.80191708333,"Temporal"
"Los Boches","2013",3.38395113740914,2.04298707900603,18.2997184321505,231,10.038892840625,1150.41959208333,"Temporal"
"Los Boches","2014",4.12255694953357,2.30048246336546,16.8685639032258,203,8.81820075670833,1484.58582079167,"Temporal"
"Los Boches","2015",4.84978094726908,2.65399712116999,21.4784685741935,184,18.3709026115833,1682.82341208333,"Temporal"
"Los Boches","2016",4.62895677441451,2.6105036803575,21.2546142129032,199,18.3654683125,1627.58743,"Temporal"
"Los Boches","2017",5.1680721398527,2.8585249499319,19.4684370645161,173,25.0171188584167,1837.59688529167,"Temporal"
"Los Boches","2018",3.81856933591043,2.21811797000873,19.8832215741935,216,13.774577562625,1342.7015175,"Temporal"
"Los Cazadores","2009",5.50045915288701,2.79427064897977,19.3669054064516,152,0,1874.56503375,"Temporal"
"Los Cazadores","2010",5.82905749360238,3.20422748035727,22.5477181354839,126,5.0147460555,1988.77476666667,"Temporal"
"Los Cazadores","2011",6.63756218013319,3.75152425681183,19.3565763967742,102,21.8205989484583,2338.84126208333,"Temporal"
"Los Cazadores","2012",5.7292482274818,2.95551193911229,19.9299912487208,134,1.75975503604167,1977.10154541667,"Temporal"
"Los Cazadores","2013",5.38034590368744,2.89324156132232,21.3234678387097,151,0,1814.69150416667,"Temporal"
"Los Cazadores","2014",5.99169425808158,3.17855456009345,17.6735444096774,99,0,2036.377185,"Temporal"
"Los Cazadores","2015",6.4664743046571,3.5397972719086,23.3311169569892,128,0,2189.7195925,"Temporal"
"Los Cazadores","2016",6.01554566207659,3.35998360107403,22.8447798367742,142,0.22937759175,2092.71022166667,"Temporal"
"Los Cazadores","2017",6.91051388906397,4.01438450183884,20.6811732628571,91,0.517903481916667,2407.45903041667,"Temporal"
"Los Cazadores","2018",5.53432125144539,3.08663887467358,21.4833173806452,169,0.343675264583333,1920.2156975,"Temporal"
