"Site","Plot","bio1","bio2","bio7","Snw","FDD","GDD","Survey"
"Hoyo Sin Tierra","D15",3.73521767211283,2.63335428012847,24.1935483870968,71,85.6666666666667,892.285714285714,"Spatial"
"Hoyo Sin Tierra","D16",4.99220430107527,3.41817832704929,23.9677419354839,112,15.4166666666667,1257.95238095238,"Spatial"
"Hoyo Sin Tierra","D17",4.28043714797747,2.92259635525765,24.5322580645161,139,54.0833333333333,1045.79761904762,"Spatial"
"Hoyo Sin Tierra","D18",3.47320119396732,2.80242633710376,23.3571428571429,225,0,755.166666666667,"Spatial"
"Hoyo Sin Tierra","D19",3.68891536331052,2.97244972769166,24.8571428571429,188,4.5,812.083333333333,"Spatial"
"Hoyo Sin Tierra","D20",3.93940964949029,2.17634932272029,20.6129032258065,48,17,867.345238095238,"Spatial"
"Los Boches","C01",3.5181674724361,3.65466668111273,28.2258064516129,76,193.833333333333,968.047619047619,"Spatial"
"Los Boches","C02",4.13491475617449,4.79025275799469,30.258064516129,102,148.833333333333,1121.36904761905,"Spatial"
"Los Boches","C03",4.16412197214478,4.57497158940429,27.3709677419355,43,159.5,1161.66666666667,"Spatial"
"Los Boches","C04",3.65668375315205,3.08972066124458,23.8870967741935,69,172.5,1037.33333333333,"Spatial"
"Los Boches","C05",3.05924823075824,2.36859112337422,22.6129032258065,138,81.3333333333333,743,"Spatial"
"Los Boches","C06",3.48063737646607,2.35545194516273,20.6129032258064,115,44.5833333333333,830.333333333333,"Spatial"
"Los Boches","C07",3.68184358281689,3.20520708435058,23.5645161290323,134,27,859.428571428571,"Spatial"
"Los Boches","C08",3.57680961048592,2.78304681969865,21.9032258064516,155,10.3333333333333,811.607142857143,"Spatial"
"Los Boches","C09",3.32223261536387,2.42117311683496,21.4193548387097,107,39.5833333333333,764.488095238095,"Spatial"
"Los Boches","C10",2.92060189532381,1.98704705565106,22.3433179723502,85,168.166666666667,789,"Spatial"
"Los Boches","C11",3.64305547529964,3.41284002426939,26.3387096774194,87,157.25,995.440476190476,"Spatial"
"Los Boches","C12",3.87573273655031,4.23077373127429,28.7258064516129,19,180.833333333333,1057.05952380952,"Spatial"
"Los Boches","C13",3.71700127366145,3.53008188511526,28.3064516129032,2,168.75,953.797619047619,"Spatial"
"Los Boches","C14",2.79862042079784,1.65084136293814,20.5322580645161,121,127.25,713.416666666667,"Spatial"
"Los Boches","C15",3.16130001348299,3.22821762034777,28.0645161290323,11,206.333333333333,824.333333333333,"Spatial"
"Los Boches","C16",3.3676431003183,2.41724113854258,20.0645161290323,37,19.1666666666667,736.488095238095,"Spatial"
"Los Boches","C17",3.54832718572986,2.19091679547742,21.1451612903226,38,33.0833333333333,777.892857142857,"Spatial"
"Los Boches","C18",3.06829505928505,2.1008446133029,20.3571428571429,179,0,646.666666666667,"Spatial"
"Los Boches","C19",2.96232197230529,1.72188988245718,19.1428571428571,31,0,537.166666666667,"Spatial"
"Los Boches","C20",2.57904066487214,1.89114131141384,19.8018433179723,180,16.0833333333333,517.083333333333,"Spatial"
"Los Cazadores","A01",5.51330296048038,4.62415514592934,25.6566820276498,114,12.5,1441.4880952381,"Spatial"
"Los Cazadores","A02",5.66280372852953,3.89616324535679,24.758064516129,45,66.5,1531.25,"Spatial"
"Los Cazadores","A03",4.30708234417912,2.48012847367686,22.6774193548387,84,44.5833333333333,1055.5,"Spatial"
"Los Cazadores","A04",4.5008658008658,2.86978773914258,21.9285714285714,72,0,1082.78571428571,"Spatial"
"Los Cazadores","A05",4.91823534888051,3.52863426895685,23.9216589861751,67,2.5,1205.84523809524,"Spatial"
"Los Cazadores","A06",4.95380882558302,3.31996229576875,23.1958525345622,116,15.3333333333333,1265.45238095238,"Spatial"
"Los Cazadores","A07",5.89138621235395,4.87648373132244,27.331797235023,104,19.3333333333333,1529.95238095238,"Spatial"
"Los Cazadores","A08",4.90104617604618,3.50918866080156,25.0760368663594,118,39.5833333333333,1247.97619047619,"Spatial"
"Los Cazadores","A09",4.77620211329889,2.92474514732579,22.794930875576,120,31.9166666666667,1236.28571428571,"Spatial"
"Los Cazadores","A10",5.15079481450449,3.59929479123028,24.5576036866359,124,9.08333333333333,1309.02380952381,"Spatial"
"Los Cazadores","A11",6.15912000186194,5.50291858678955,26.4539170506912,27,21.3333333333333,1612.16666666667,"Spatial"
"Los Cazadores","A12",5.10975189684867,3.41392263650328,24.6244239631336,128,10.6666666666667,1294.63095238095,"Spatial"
"Los Cazadores","A13",4.80473979425592,4.02225946096914,26.278801843318,112,9.5,1174.61904761905,"Spatial"
"Los Cazadores","A14",5.08683319368803,4.54103128054741,28.2442396313364,96,5.41666666666667,1241.35714285714,"Spatial"
"Los Cazadores","A15",4.53568286552157,3.55108225108225,26.1428571428571,216,0,1090.71428571429,"Spatial"
"Los Cazadores","A16",5.54398361495136,3.54264069264069,22.5092165898618,84,7.25,1450.79761904762,"Spatial"
"Los Cazadores","A17",5.13850951915468,4.08585393101522,24.2304147465438,95,19.6666666666667,1335.7380952381,"Spatial"
"Los Cazadores","A18",4.66554601312666,3.24866987850859,23.0483870967742,87,36.75,1203.07142857143,"Spatial"
"Los Cazadores","A19",4.0898652422846,3.2042242703533,24.4285714285714,205,0,980.321428571429,"Spatial"
"Los Cazadores","A20",3.50576153237444,3.07676302192431,26.9285714285714,189,0,732.464285714286,"Spatial"
"Hou Sin Tierri","2009",4.96291734381117,2.48972757895611,18.1896239816129,134,16.6005830778333,1314.92416383333,"Temporal"
"Hou Sin Tierri","2010",4.81557920662874,2.74393613775953,22.2648362815484,103,69.8894783595,1243.80915265,"Temporal"
"Hou Sin Tierri","2011",5.12368161729311,3.09135518510962,19.1425933352688,73,94.9360496101667,1442.4010141785,"Temporal"
"Hou Sin Tierri","2012",4.14404839342146,2.57166965234334,21.2760565903226,98,156.63809045,1193.87747933333,"Temporal"
"Hou Sin Tierri","2013",4.59200008322579,2.94980123804294,22.1015213677419,81,106.480775666667,1214.40093411667,"Temporal"
"Hou Sin Tierri","2014",5.23560349777349,3.29240999508537,19.6236878629032,66,72.5626090988333,1464.6572238,"Temporal"
"Hou Sin Tierri","2015",5.76887079891669,3.39601397103336,23.633388016129,110,35.7172661354267,1573.03729362381,"Temporal"
"Hou Sin Tierri","2016",5.28693998001054,3.19653101543338,24.404206443871,138,64.4866972922833,1407.97273856667,"Temporal"
"Hou Sin Tierri","2017",5.62946245860064,3.74485024991314,28.2680022580645,58,246.844440101667,1672.25504157333,"Temporal"
"Hou Sin Tierri","2018",4.7727481928126,2.8186290192422,24.4363863763441,154,27.7920675928,1152.6925855,"Temporal"
"Hoyo Sin Tierra","2009",5.68484293276697,2.39631125063487,23.185892488172,64,150.033019500167,1629.83974316667,"Temporal"
"Hoyo Sin Tierra","2010",5.83611256852153,2.24470291950865,22.2096963514977,111,33.7965369723333,1523.9408505,"Temporal"
"Hoyo Sin Tierra","2011",6.36896890775668,2.56829704693543,21.0496775357143,56,109.404784754667,1829.38507133333,"Temporal"
"Hoyo Sin Tierra","2012",5.83671633904507,2.7025469796425,22.0341604055617,40,115.163631443,1664.17574966667,"Temporal"
"Hoyo Sin Tierra","2013",5.20014764245511,2.51592913316364,24.4026463408602,69,164.7121313405,1448.00155983333,"Temporal"
"Hoyo Sin Tierra","2014",6.33416475285059,2.50308486025359,18.5162134142857,118,8.15640412433333,1727.03663133333,"Temporal"
"Hoyo Sin Tierra","2015",7.06473497748857,3.68564894519479,26.4779153721198,26,141.6823244995,2069.36339416667,"Temporal"
"Hoyo Sin Tierra","2016",6.49365307764177,3.289031548649,25.012812596129,82,49.00231325,1719.2935942,"Temporal"
"Hoyo Sin Tierra","2017",7.09473808359578,3.6352573395487,27.7290154086022,60,159.336024413167,2038.7828435,"Temporal"
"Hoyo Sin Tierra","2018",5.7007366520128,2.89625306771749,26.9704614130952,92,65.47867980279,1462.070289,"Temporal"
"Los Boches","2009",3.60269746361735,1.81947542752245,17.2506766935484,201,5.2796992,847.487773,"Temporal"
"Los Boches","2010",4.0105947424993,1.9068227352694,20.6589324451613,211,3.05265445933333,914.271279333333,"Temporal"
"Los Boches","2011",4.27244650357563,2.27208455413667,16.7246884193548,165,23.68297194,1106.79039616667,"Temporal"
"Los Boches","2012",3.22939459998345,1.85237476819382,19.0654233548387,144,129.517451506333,880.518148833333,"Temporal"
"Los Boches","2013",2.75449052471289,1.5287033175418,18.07663435,231,10.0543391025,570.385287873333,"Temporal"
"Los Boches","2014",3.58464175230137,1.93742258735201,16.5030735806452,203,8.85258913083333,892.350288333333,"Temporal"
"Los Boches","2015",4.68681073697357,2.38096062396931,21.1816471967742,184,18.382506122,1207.41663301667,"Temporal"
"Los Boches","2016",4.06987538943664,2.19216574666498,21.5131601580645,201,18.333070865,958.851618233333,"Temporal"
"Los Boches","2017",4.99185895026126,2.31782496487241,20.6550613225806,174,25.0101489903333,1270.83348283333,"Temporal"
"Los Boches","2018",3.24473485591571,1.82604074671878,22.5257336846237,216,13.54901063395,651.095713951667,"Temporal"
"Los Cazadores","2009",4.86239813319485,2.21156245863803,17.6010224817204,152,0,1198.562483,"Temporal"
"Los Cazadores","2010",5.32256293510125,2.78322441731163,22.035401172043,126,5.02048386033333,1323.71742533333,"Temporal"
"Los Cazadores","2011",6.0116960442646,3.0922600679204,18.5924642537634,102,21.8265994043333,1633.626292,"Temporal"
"Los Cazadores","2012",4.94314377864751,2.32390288432079,18.3765432311457,134,1.759005431,1256.070998,"Temporal"
"Los Cazadores","2013",4.73327844327443,2.27041587892704,20.5737764516129,152,0,1092.68395033333,"Temporal"
"Los Cazadores","2014",5.48927594774316,2.72597963501726,17.2097810107527,99,0,1414.3000035,"Temporal"
"Los Cazadores","2015",6.33017780072752,3.18291981863542,23.1949883698925,128,0,1667.6309945,"Temporal"
"Los Cazadores","2016",5.44496075401684,2.95580201775508,22.6162588776344,142,0.231484713666667,1361.86001833333,"Temporal"
"Los Cazadores","2017",6.78784066391109,3.56126759182829,21.9124737307143,91,0.522212628333333,1804.83714916667,"Temporal"
"Los Cazadores","2018",4.94259058274734,2.49603164221487,23.7157995602151,169,0.347611441666667,1134.596851,"Temporal"
